"","Year","State","levels","days"
"6452",2000,"Maine","Moderate Days",194
"6453",2000,"Maine","Hazardous Days",0
"6454",2000,"Maine","Unhealthy Days",4
"6455",2000,"Maine","Very Unhealthy Days",0
"6456",2000,"Maine","Unhealthy for Sensitive Days",19
"6457",2000,"Maryland","Good Days",2387
"6458",2000,"Maryland","Moderate Days",1267
"6459",2000,"Maryland","Hazardous Days",0
"6460",2000,"Maryland","Unhealthy Days",77
"6461",2000,"Maryland","Very Unhealthy Days",14
"6462",2000,"Maryland","Unhealthy for Sensitive Days",267
"6463",2000,"Massachusetts","Good Days",2049
"6464",2000,"Massachusetts","Moderate Days",1016
"6465",2000,"Massachusetts","Hazardous Days",0
"6466",2000,"Massachusetts","Unhealthy Days",13
"6467",2000,"Massachusetts","Very Unhealthy Days",1
"6468",2000,"Massachusetts","Unhealthy for Sensitive Days",90
"6469",2000,"Michigan","Good Days",4595
"6470",2000,"Michigan","Moderate Days",1652
"6471",2000,"Michigan","Hazardous Days",0
"6472",2000,"Michigan","Unhealthy Days",30
"6473",2000,"Michigan","Very Unhealthy Days",6
"6474",2000,"Michigan","Unhealthy for Sensitive Days",274
"6475",2000,"Minnesota","Good Days",2820
"6476",2000,"Minnesota","Moderate Days",614
"6477",2000,"Minnesota","Hazardous Days",0
"6478",2000,"Minnesota","Unhealthy Days",1
"6479",2000,"Minnesota","Very Unhealthy Days",0
"6480",2000,"Minnesota","Unhealthy for Sensitive Days",44
"6481",2000,"Mississippi","Good Days",1654
"6482",2000,"Mississippi","Moderate Days",1129
"6483",2000,"Mississippi","Hazardous Days",0
"6484",2000,"Mississippi","Unhealthy Days",32
"6485",2000,"Mississippi","Very Unhealthy Days",1
"6486",2000,"Mississippi","Unhealthy for Sensitive Days",320
"6487",2000,"Missouri","Good Days",2481
"6488",2000,"Missouri","Moderate Days",1824
"6489",2000,"Missouri","Hazardous Days",0
"6490",2000,"Missouri","Unhealthy Days",111
"6491",2000,"Missouri","Very Unhealthy Days",1
"6492",2000,"Missouri","Unhealthy for Sensitive Days",351
"6493",2000,"Montana","Good Days",3560
"6494",2000,"Montana","Moderate Days",691
"6495",2000,"Montana","Hazardous Days",0
"6496",2000,"Montana","Unhealthy Days",25
"6497",2000,"Montana","Very Unhealthy Days",2
"6498",2000,"Montana","Unhealthy for Sensitive Days",148
"6499",2000,"Nebraska","Good Days",917
"6500",2000,"Nebraska","Moderate Days",346
"6501",2000,"Nebraska","Hazardous Days",0
"6502",2000,"Nebraska","Unhealthy Days",0
"6503",2000,"Nebraska","Very Unhealthy Days",0
"6504",2000,"Nebraska","Unhealthy for Sensitive Days",11
"6505",2000,"Nevada","Good Days",1310
"6506",2000,"Nevada","Moderate Days",670
"6507",2000,"Nevada","Hazardous Days",1
"6508",2000,"Nevada","Unhealthy Days",1
"6509",2000,"Nevada","Very Unhealthy Days",0
"6510",2000,"Nevada","Unhealthy for Sensitive Days",74
"6511",2000,"New Hampshire","Good Days",1754
"6512",2000,"New Hampshire","Moderate Days",357
"6513",2000,"New Hampshire","Hazardous Days",0
"6514",2000,"New Hampshire","Unhealthy Days",4
"6515",2000,"New Hampshire","Very Unhealthy Days",0
"6516",2000,"New Hampshire","Unhealthy for Sensitive Days",71
"6517",2000,"New Jersey","Good Days",3603
"6518",2000,"New Jersey","Moderate Days",1444
"6519",2000,"New Jersey","Hazardous Days",0
"6520",2000,"New Jersey","Unhealthy Days",64
"6521",2000,"New Jersey","Very Unhealthy Days",19
"6522",2000,"New Jersey","Unhealthy for Sensitive Days",244
"6523",2000,"New Mexico","Good Days",2282
"6524",2000,"New Mexico","Moderate Days",926
"6525",2000,"New Mexico","Hazardous Days",0
"6526",2000,"New Mexico","Unhealthy Days",10
"6527",2000,"New Mexico","Very Unhealthy Days",0
"6528",2000,"New Mexico","Unhealthy for Sensitive Days",175
"6529",2000,"New York","Good Days",6280
"6530",2000,"New York","Moderate Days",2085
"6531",2000,"New York","Hazardous Days",0
"6532",2000,"New York","Unhealthy Days",67
"6533",2000,"New York","Very Unhealthy Days",7
"6534",2000,"New York","Unhealthy for Sensitive Days",377
"6535",2000,"North Carolina","Good Days",5017
"6536",2000,"North Carolina","Moderate Days",3619
"6537",2000,"North Carolina","Hazardous Days",0
"6538",2000,"North Carolina","Unhealthy Days",157
"6539",2000,"North Carolina","Very Unhealthy Days",5
"6540",2000,"North Carolina","Unhealthy for Sensitive Days",890
"6541",2000,"North Dakota","Good Days",2857
"6542",2000,"North Dakota","Moderate Days",175
"6543",2000,"North Dakota","Hazardous Days",0
"6544",2000,"North Dakota","Unhealthy Days",3
"6545",2000,"North Dakota","Very Unhealthy Days",0
"6546",2000,"North Dakota","Unhealthy for Sensitive Days",14
"6547",2000,"Ohio","Good Days",6852
"6548",2000,"Ohio","Moderate Days",4437
"6549",2000,"Ohio","Hazardous Days",0
"6550",2000,"Ohio","Unhealthy Days",116
"6551",2000,"Ohio","Very Unhealthy Days",9
"6552",2000,"Ohio","Unhealthy for Sensitive Days",810
"6553",2000,"Oklahoma","Good Days",2514
"6554",2000,"Oklahoma","Moderate Days",900
"6555",2000,"Oklahoma","Hazardous Days",0
"6556",2000,"Oklahoma","Unhealthy Days",20
"6557",2000,"Oklahoma","Very Unhealthy Days",2
"6558",2000,"Oklahoma","Unhealthy for Sensitive Days",146
"6559",2000,"Oregon","Good Days",3444
"6560",2000,"Oregon","Moderate Days",826
"6561",2000,"Oregon","Hazardous Days",0
"6562",2000,"Oregon","Unhealthy Days",10
"6563",2000,"Oregon","Very Unhealthy Days",0
"6564",2000,"Oregon","Unhealthy for Sensitive Days",82
"6565",2000,"Pennsylvania","Good Days",6622
"6566",2000,"Pennsylvania","Moderate Days",3717
"6567",2000,"Pennsylvania","Hazardous Days",0
"6568",2000,"Pennsylvania","Unhealthy Days",138
"6569",2000,"Pennsylvania","Very Unhealthy Days",13
"6570",2000,"Pennsylvania","Unhealthy for Sensitive Days",791
"6571",2000,"Puerto Rico","Good Days",1689
"6572",2000,"Puerto Rico","Moderate Days",371
"6573",2000,"Puerto Rico","Hazardous Days",0
"6574",2000,"Puerto Rico","Unhealthy Days",4
"6575",2000,"Puerto Rico","Very Unhealthy Days",0
"6576",2000,"Puerto Rico","Unhealthy for Sensitive Days",31
"6577",2000,"Rhode Island","Good Days",563
"6578",2000,"Rhode Island","Moderate Days",236
"6579",2000,"Rhode Island","Hazardous Days",0
"6580",2000,"Rhode Island","Unhealthy Days",7
"6581",2000,"Rhode Island","Very Unhealthy Days",2
"6582",2000,"Rhode Island","Unhealthy for Sensitive Days",28
"6583",2000,"South Carolina","Good Days",2286
"6584",2000,"South Carolina","Moderate Days",1701
"6585",2000,"South Carolina","Hazardous Days",0
"6586",2000,"South Carolina","Unhealthy Days",41
"6587",2000,"South Carolina","Very Unhealthy Days",0
"6588",2000,"South Carolina","Unhealthy for Sensitive Days",314
"6589",2000,"South Dakota","Good Days",971
"6590",2000,"South Dakota","Moderate Days",197
"6591",2000,"South Dakota","Hazardous Days",0
"6592",2000,"South Dakota","Unhealthy Days",0
"6593",2000,"South Dakota","Very Unhealthy Days",1
"6594",2000,"South Dakota","Unhealthy for Sensitive Days",1
"6595",2000,"Tennessee","Good Days",2928
"6596",2000,"Tennessee","Moderate Days",2713
"6597",2000,"Tennessee","Hazardous Days",0
"6598",2000,"Tennessee","Unhealthy Days",166
"6599",2000,"Tennessee","Very Unhealthy Days",11
"6600",2000,"Tennessee","Unhealthy for Sensitive Days",850
"6601",2000,"Texas","Good Days",5999
"6602",2000,"Texas","Moderate Days",2466
"6603",2000,"Texas","Hazardous Days",0
"6604",2000,"Texas","Unhealthy Days",190
"6605",2000,"Texas","Very Unhealthy Days",28
"6606",2000,"Texas","Unhealthy for Sensitive Days",675
"6607",2000,"Utah","Good Days",1617
"6608",2000,"Utah","Moderate Days",789
"6609",2000,"Utah","Hazardous Days",0
"6610",2000,"Utah","Unhealthy Days",27
"6611",2000,"Utah","Very Unhealthy Days",3
"6612",2000,"Utah","Unhealthy for Sensitive Days",121
"6613",2000,"Vermont","Good Days",798
"6614",2000,"Vermont","Moderate Days",142
"6615",2000,"Vermont","Hazardous Days",0
"6616",2000,"Vermont","Unhealthy Days",1
"6617",2000,"Vermont","Very Unhealthy Days",0
"6618",2000,"Vermont","Unhealthy for Sensitive Days",9
"6619",2000,"Virgin Islands","Good Days",671
"6620",2000,"Virgin Islands","Moderate Days",95
"6621",2000,"Virgin Islands","Hazardous Days",0
"6622",2000,"Virgin Islands","Unhealthy Days",0
"6623",2000,"Virgin Islands","Very Unhealthy Days",0
"6624",2000,"Virgin Islands","Unhealthy for Sensitive Days",10
"6625",2000,"Virginia","Good Days",5089
"6626",2000,"Virginia","Moderate Days",2284
"6627",2000,"Virginia","Hazardous Days",0
"6628",2000,"Virginia","Unhealthy Days",27
"6629",2000,"Virginia","Very Unhealthy Days",1
"6630",2000,"Virginia","Unhealthy for Sensitive Days",373
"6631",2000,"Washington","Good Days",3915
"6632",2000,"Washington","Moderate Days",936
"6633",2000,"Washington","Hazardous Days",0
"6634",2000,"Washington","Unhealthy Days",6
"6635",2000,"Washington","Very Unhealthy Days",0
"6636",2000,"Washington","Unhealthy for Sensitive Days",77
"6637",2000,"West Virginia","Good Days",2032
"6638",2000,"West Virginia","Moderate Days",1575
"6639",2000,"West Virginia","Hazardous Days",0
"6640",2000,"West Virginia","Unhealthy Days",51
"6641",2000,"West Virginia","Very Unhealthy Days",0
"6642",2000,"West Virginia","Unhealthy for Sensitive Days",525
"6643",2000,"Wisconsin","Good Days",4419
"6644",2000,"Wisconsin","Moderate Days",1425
"6645",2000,"Wisconsin","Hazardous Days",0
"6646",2000,"Wisconsin","Unhealthy Days",34
"6647",2000,"Wisconsin","Very Unhealthy Days",0
"6648",2000,"Wisconsin","Unhealthy for Sensitive Days",196
"6649",2000,"Wyoming","Good Days",2170
"6650",2000,"Wyoming","Moderate Days",539
"6651",2000,"Wyoming","Hazardous Days",0
"6652",2000,"Wyoming","Unhealthy Days",4
"6653",2000,"Wyoming","Very Unhealthy Days",0
"6654",2000,"Wyoming","Unhealthy for Sensitive Days",28
"6655",2001,"Alabama","Good Days",2461
"6656",2001,"Alabama","Moderate Days",1500
"6657",2001,"Alabama","Hazardous Days",0
"6658",2001,"Alabama","Unhealthy Days",40
"6659",2001,"Alabama","Very Unhealthy Days",7
"6660",2001,"Alabama","Unhealthy for Sensitive Days",241
"6661",2001,"Alaska","Good Days",1021
"6662",2001,"Alaska","Moderate Days",151
"6663",2001,"Alaska","Hazardous Days",0
"6664",2001,"Alaska","Unhealthy Days",0
"6665",2001,"Alaska","Very Unhealthy Days",0
"6666",2001,"Alaska","Unhealthy for Sensitive Days",8
"6667",2001,"Arizona","Good Days",1608
"6668",2001,"Arizona","Moderate Days",1005
"6669",2001,"Arizona","Hazardous Days",0
"6670",2001,"Arizona","Unhealthy Days",28
"6671",2001,"Arizona","Very Unhealthy Days",0
"6672",2001,"Arizona","Unhealthy for Sensitive Days",224
"6673",2001,"Arkansas","Good Days",1500
"6674",2001,"Arkansas","Moderate Days",779
"6675",2001,"Arkansas","Hazardous Days",0
"6676",2001,"Arkansas","Unhealthy Days",13
"6677",2001,"Arkansas","Very Unhealthy Days",0
"6678",2001,"Arkansas","Unhealthy for Sensitive Days",76
"6679",2001,"California","Good Days",11024
"6680",2001,"California","Moderate Days",4828
"6681",2001,"California","Hazardous Days",35
"6682",2001,"California","Unhealthy Days",751
"6683",2001,"California","Very Unhealthy Days",118
"6684",2001,"California","Unhealthy for Sensitive Days",1836
"6685",2001,"Colorado","Good Days",5579
"6686",2001,"Colorado","Moderate Days",1485
"6687",2001,"Colorado","Hazardous Days",0
"6688",2001,"Colorado","Unhealthy Days",6
"6689",2001,"Colorado","Very Unhealthy Days",0
"6690",2001,"Colorado","Unhealthy for Sensitive Days",105
"6691",2001,"Connecticut","Good Days",1347
"6692",2001,"Connecticut","Moderate Days",691
"6693",2001,"Connecticut","Hazardous Days",0
"6694",2001,"Connecticut","Unhealthy Days",66
"6695",2001,"Connecticut","Very Unhealthy Days",18
"6696",2001,"Connecticut","Unhealthy for Sensitive Days",122
"6697",2001,"Country Of Mexico","Good Days",75
"6698",2001,"Country Of Mexico","Moderate Days",173
"6699",2001,"Country Of Mexico","Hazardous Days",2
"6700",2001,"Country Of Mexico","Unhealthy Days",38
"6701",2001,"Country Of Mexico","Very Unhealthy Days",27
"6702",2001,"Country Of Mexico","Unhealthy for Sensitive Days",109
"6703",2001,"Delaware","Good Days",349
"6704",2001,"Delaware","Moderate Days",427
"6705",2001,"Delaware","Hazardous Days",0
"6706",2001,"Delaware","Unhealthy Days",36
"6707",2001,"Delaware","Very Unhealthy Days",2
"6708",2001,"Delaware","Unhealthy for Sensitive Days",105
"6709",2001,"District Of Columbia","Good Days",100
"6710",2001,"District Of Columbia","Moderate Days",224
"6711",2001,"District Of Columbia","Hazardous Days",0
"6712",2001,"District Of Columbia","Unhealthy Days",9
"6713",2001,"District Of Columbia","Very Unhealthy Days",2
"6714",2001,"District Of Columbia","Unhealthy for Sensitive Days",30
"6715",2001,"Florida","Good Days",9120
"6716",2001,"Florida","Moderate Days",2537
"6717",2001,"Florida","Hazardous Days",0
"6718",2001,"Florida","Unhealthy Days",54
"6719",2001,"Florida","Very Unhealthy Days",0
"6720",2001,"Florida","Unhealthy for Sensitive Days",437
"6721",2001,"Georgia","Good Days",3668
"6722",2001,"Georgia","Moderate Days",2070
"6723",2001,"Georgia","Hazardous Days",0
"6724",2001,"Georgia","Unhealthy Days",55
"6725",2001,"Georgia","Very Unhealthy Days",4
"6726",2001,"Georgia","Unhealthy for Sensitive Days",354
"6727",2001,"Hawaii","Good Days",968
"6728",2001,"Hawaii","Moderate Days",41
"6729",2001,"Hawaii","Hazardous Days",0
"6730",2001,"Hawaii","Unhealthy Days",55
"6731",2001,"Hawaii","Very Unhealthy Days",0
"6732",2001,"Hawaii","Unhealthy for Sensitive Days",24
"6733",2001,"Idaho","Good Days",2911
"6734",2001,"Idaho","Moderate Days",541
"6735",2001,"Idaho","Hazardous Days",0
"6736",2001,"Idaho","Unhealthy Days",66
"6737",2001,"Idaho","Very Unhealthy Days",2
"6738",2001,"Idaho","Unhealthy for Sensitive Days",126
"6739",2001,"Illinois","Good Days",5764
"6740",2001,"Illinois","Moderate Days",2413
"6741",2001,"Illinois","Hazardous Days",0
"6742",2001,"Illinois","Unhealthy Days",57
"6743",2001,"Illinois","Very Unhealthy Days",0
"6744",2001,"Illinois","Unhealthy for Sensitive Days",493
"6745",2001,"Indiana","Good Days",5122
"6746",2001,"Indiana","Moderate Days",2915
"6747",2001,"Indiana","Hazardous Days",0
"6748",2001,"Indiana","Unhealthy Days",111
"6749",2001,"Indiana","Very Unhealthy Days",0
"6750",2001,"Indiana","Unhealthy for Sensitive Days",850
"6751",2001,"Iowa","Good Days",2822
"6752",2001,"Iowa","Moderate Days",1076
"6753",2001,"Iowa","Hazardous Days",0
"6754",2001,"Iowa","Unhealthy Days",1
"6755",2001,"Iowa","Very Unhealthy Days",0
"6756",2001,"Iowa","Unhealthy for Sensitive Days",81
"6757",2001,"Kansas","Good Days",1290
"6758",2001,"Kansas","Moderate Days",494
"6759",2001,"Kansas","Hazardous Days",0
"6760",2001,"Kansas","Unhealthy Days",4
"6761",2001,"Kansas","Very Unhealthy Days",0
"6762",2001,"Kansas","Unhealthy for Sensitive Days",90
"6763",2001,"Kentucky","Good Days",5475
"6764",2001,"Kentucky","Moderate Days",2905
"6765",2001,"Kentucky","Hazardous Days",0
"6766",2001,"Kentucky","Unhealthy Days",44
"6767",2001,"Kentucky","Very Unhealthy Days",1
"6768",2001,"Kentucky","Unhealthy for Sensitive Days",587
"6769",2001,"Louisiana","Good Days",4576
"6770",2001,"Louisiana","Moderate Days",1975
"6771",2001,"Louisiana","Hazardous Days",0
"6772",2001,"Louisiana","Unhealthy Days",27
"6773",2001,"Louisiana","Very Unhealthy Days",0
"6774",2001,"Louisiana","Unhealthy for Sensitive Days",293
"6775",2001,"Maine","Good Days",2694
"6776",2001,"Maine","Moderate Days",246
"6777",2001,"Maine","Hazardous Days",0
"6778",2001,"Maine","Unhealthy Days",35
"6779",2001,"Maine","Very Unhealthy Days",3
"6780",2001,"Maine","Unhealthy for Sensitive Days",68
"6781",2001,"Maryland","Good Days",2173
"6782",2001,"Maryland","Moderate Days",1345
"6783",2001,"Maryland","Hazardous Days",0
"6784",2001,"Maryland","Unhealthy Days",155
"6785",2001,"Maryland","Very Unhealthy Days",15
"6786",2001,"Maryland","Unhealthy for Sensitive Days",337
"6787",2001,"Massachusetts","Good Days",2000
"6788",2001,"Massachusetts","Moderate Days",1019
"6789",2001,"Massachusetts","Hazardous Days",0
"6790",2001,"Massachusetts","Unhealthy Days",89
"6791",2001,"Massachusetts","Very Unhealthy Days",13
"6792",2001,"Massachusetts","Unhealthy for Sensitive Days",149
"6793",2001,"Michigan","Good Days",4279
"6794",2001,"Michigan","Moderate Days",1756
"6795",2001,"Michigan","Hazardous Days",0
"6796",2001,"Michigan","Unhealthy Days",131
"6797",2001,"Michigan","Very Unhealthy Days",3
"6798",2001,"Michigan","Unhealthy for Sensitive Days",488
"6799",2001,"Minnesota","Good Days",2879
"6800",2001,"Minnesota","Moderate Days",671
"6801",2001,"Minnesota","Hazardous Days",0
"6802",2001,"Minnesota","Unhealthy Days",3
"6803",2001,"Minnesota","Very Unhealthy Days",0
"6804",2001,"Minnesota","Unhealthy for Sensitive Days",43
"6805",2001,"Mississippi","Good Days",2003
"6806",2001,"Mississippi","Moderate Days",1005
"6807",2001,"Mississippi","Hazardous Days",0
"6808",2001,"Mississippi","Unhealthy Days",6
"6809",2001,"Mississippi","Very Unhealthy Days",0
"6810",2001,"Mississippi","Unhealthy for Sensitive Days",120
"6811",2001,"Missouri","Good Days",2666
"6812",2001,"Missouri","Moderate Days",1810
"6813",2001,"Missouri","Hazardous Days",1
"6814",2001,"Missouri","Unhealthy Days",86
"6815",2001,"Missouri","Very Unhealthy Days",1
"6816",2001,"Missouri","Unhealthy for Sensitive Days",318
"6817",2001,"Montana","Good Days",3748
"6818",2001,"Montana","Moderate Days",598
"6819",2001,"Montana","Hazardous Days",0
"6820",2001,"Montana","Unhealthy Days",3
"6821",2001,"Montana","Very Unhealthy Days",0
"6822",2001,"Montana","Unhealthy for Sensitive Days",106
"6823",2001,"Nebraska","Good Days",1135
"6824",2001,"Nebraska","Moderate Days",327
"6825",2001,"Nebraska","Hazardous Days",0
"6826",2001,"Nebraska","Unhealthy Days",0
"6827",2001,"Nebraska","Very Unhealthy Days",0
"6828",2001,"Nebraska","Unhealthy for Sensitive Days",5
"6829",2001,"Nevada","Good Days",1379
"6830",2001,"Nevada","Moderate Days",610
"6831",2001,"Nevada","Hazardous Days",0
"6832",2001,"Nevada","Unhealthy Days",5
"6833",2001,"Nevada","Very Unhealthy Days",0
"6834",2001,"Nevada","Unhealthy for Sensitive Days",104
"6835",2001,"New Hampshire","Good Days",1772
"6836",2001,"New Hampshire","Moderate Days",444
"6837",2001,"New Hampshire","Hazardous Days",0
"6838",2001,"New Hampshire","Unhealthy Days",19
"6839",2001,"New Hampshire","Very Unhealthy Days",2
"6840",2001,"New Hampshire","Unhealthy for Sensitive Days",124
"6841",2001,"New Jersey","Good Days",3417
"6842",2001,"New Jersey","Moderate Days",1442
"6843",2001,"New Jersey","Hazardous Days",0
"6844",2001,"New Jersey","Unhealthy Days",123
"6845",2001,"New Jersey","Very Unhealthy Days",31
"6846",2001,"New Jersey","Unhealthy for Sensitive Days",329
"6847",2001,"New Mexico","Good Days",2431
"6848",2001,"New Mexico","Moderate Days",901
"6849",2001,"New Mexico","Hazardous Days",0
"6850",2001,"New Mexico","Unhealthy Days",4
"6851",2001,"New Mexico","Very Unhealthy Days",1
"6852",2001,"New Mexico","Unhealthy for Sensitive Days",72
"6853",2001,"New York","Good Days",5858
"6854",2001,"New York","Moderate Days",2225
"6855",2001,"New York","Hazardous Days",0
"6856",2001,"New York","Unhealthy Days",157
"6857",2001,"New York","Very Unhealthy Days",13
"6858",2001,"New York","Unhealthy for Sensitive Days",490
"6859",2001,"North Carolina","Good Days",5272
"6860",2001,"North Carolina","Moderate Days",3479
"6861",2001,"North Carolina","Hazardous Days",0
"6862",2001,"North Carolina","Unhealthy Days",103
"6863",2001,"North Carolina","Very Unhealthy Days",3
"6864",2001,"North Carolina","Unhealthy for Sensitive Days",868
"6865",2001,"North Dakota","Good Days",2691
"6866",2001,"North Dakota","Moderate Days",198
"6867",2001,"North Dakota","Hazardous Days",0
"6868",2001,"North Dakota","Unhealthy Days",0
"6869",2001,"North Dakota","Very Unhealthy Days",0
"6870",2001,"North Dakota","Unhealthy for Sensitive Days",14
"6871",2001,"Ohio","Good Days",6809
"6872",2001,"Ohio","Moderate Days",4416
"6873",2001,"Ohio","Hazardous Days",0
"6874",2001,"Ohio","Unhealthy Days",221
"6875",2001,"Ohio","Very Unhealthy Days",5
"6876",2001,"Ohio","Unhealthy for Sensitive Days",1179
"6877",2001,"Oklahoma","Good Days",2345
"6878",2001,"Oklahoma","Moderate Days",1113
"6879",2001,"Oklahoma","Hazardous Days",0
"6880",2001,"Oklahoma","Unhealthy Days",13
"6881",2001,"Oklahoma","Very Unhealthy Days",1
"6882",2001,"Oklahoma","Unhealthy for Sensitive Days",218
"6883",2001,"Oregon","Good Days",3584
"6884",2001,"Oregon","Moderate Days",771
"6885",2001,"Oregon","Hazardous Days",1
"6886",2001,"Oregon","Unhealthy Days",13
"6887",2001,"Oregon","Very Unhealthy Days",0
"6888",2001,"Oregon","Unhealthy for Sensitive Days",60
"6889",2001,"Pennsylvania","Good Days",5750
"6890",2001,"Pennsylvania","Moderate Days",4120
"6891",2001,"Pennsylvania","Hazardous Days",0
"6892",2001,"Pennsylvania","Unhealthy Days",332
"6893",2001,"Pennsylvania","Very Unhealthy Days",15
"6894",2001,"Pennsylvania","Unhealthy for Sensitive Days",1211
"6895",2001,"Puerto Rico","Good Days",1836
"6896",2001,"Puerto Rico","Moderate Days",310
"6897",2001,"Puerto Rico","Hazardous Days",0
"6898",2001,"Puerto Rico","Unhealthy Days",0
"6899",2001,"Puerto Rico","Very Unhealthy Days",0
"6900",2001,"Puerto Rico","Unhealthy for Sensitive Days",20
"6901",2001,"Rhode Island","Good Days",500
"6902",2001,"Rhode Island","Moderate Days",251
"6903",2001,"Rhode Island","Hazardous Days",0
"6904",2001,"Rhode Island","Unhealthy Days",21
"6905",2001,"Rhode Island","Very Unhealthy Days",8
"6906",2001,"Rhode Island","Unhealthy for Sensitive Days",47
"6907",2001,"South Carolina","Good Days",2586
"6908",2001,"South Carolina","Moderate Days",1584
"6909",2001,"South Carolina","Hazardous Days",0
"6910",2001,"South Carolina","Unhealthy Days",24
"6911",2001,"South Carolina","Very Unhealthy Days",0
"6912",2001,"South Carolina","Unhealthy for Sensitive Days",243
"6913",2001,"South Dakota","Good Days",1082
"6914",2001,"South Dakota","Moderate Days",229
"6915",2001,"South Dakota","Hazardous Days",0
"6916",2001,"South Dakota","Unhealthy Days",0
"6917",2001,"South Dakota","Very Unhealthy Days",0
"6918",2001,"South Dakota","Unhealthy for Sensitive Days",4
"6919",2001,"Tennessee","Good Days",3500
"6920",2001,"Tennessee","Moderate Days",2584
"6921",2001,"Tennessee","Hazardous Days",0
"6922",2001,"Tennessee","Unhealthy Days",87
"6923",2001,"Tennessee","Very Unhealthy Days",1
"6924",2001,"Tennessee","Unhealthy for Sensitive Days",621
"6925",2001,"Texas","Good Days",7115
"6926",2001,"Texas","Moderate Days",2754
"6927",2001,"Texas","Hazardous Days",1
"6928",2001,"Texas","Unhealthy Days",112
"6929",2001,"Texas","Very Unhealthy Days",20
"6930",2001,"Texas","Unhealthy for Sensitive Days",555
"6931",2001,"Utah","Good Days",1739
"6932",2001,"Utah","Moderate Days",878
"6933",2001,"Utah","Hazardous Days",0
"6934",2001,"Utah","Unhealthy Days",42
"6935",2001,"Utah","Very Unhealthy Days",2
"6936",2001,"Utah","Unhealthy for Sensitive Days",141
"6937",2001,"Vermont","Good Days",719
"6938",2001,"Vermont","Moderate Days",180
"6939",2001,"Vermont","Hazardous Days",0
"6940",2001,"Vermont","Unhealthy Days",2
"6941",2001,"Vermont","Very Unhealthy Days",0
"6942",2001,"Vermont","Unhealthy for Sensitive Days",22
"6943",2001,"Virgin Islands","Good Days",682
"6944",2001,"Virgin Islands","Moderate Days",35
"6945",2001,"Virgin Islands","Hazardous Days",0
"6946",2001,"Virgin Islands","Unhealthy Days",2
"6947",2001,"Virgin Islands","Very Unhealthy Days",0
"6948",2001,"Virgin Islands","Unhealthy for Sensitive Days",4
"6949",2001,"Virginia","Good Days",5132
"6950",2001,"Virginia","Moderate Days",2375
"6951",2001,"Virginia","Hazardous Days",0
"6952",2001,"Virginia","Unhealthy Days",96
"6953",2001,"Virginia","Very Unhealthy Days",3
"6954",2001,"Virginia","Unhealthy for Sensitive Days",427
"6955",2001,"Washington","Good Days",4113
"6956",2001,"Washington","Moderate Days",906
"6957",2001,"Washington","Hazardous Days",0
"6958",2001,"Washington","Unhealthy Days",7
"6959",2001,"Washington","Very Unhealthy Days",0
"6960",2001,"Washington","Unhealthy for Sensitive Days",68
"6961",2001,"West Virginia","Good Days",2120
"6962",2001,"West Virginia","Moderate Days",1583
"6963",2001,"West Virginia","Hazardous Days",0
"6964",2001,"West Virginia","Unhealthy Days",58
"6965",2001,"West Virginia","Very Unhealthy Days",0
"6966",2001,"West Virginia","Unhealthy for Sensitive Days",556
"6967",2001,"Wisconsin","Good Days",4283
"6968",2001,"Wisconsin","Moderate Days",1475
"6969",2001,"Wisconsin","Hazardous Days",0
"6970",2001,"Wisconsin","Unhealthy Days",100
"6971",2001,"Wisconsin","Very Unhealthy Days",11
"6972",2001,"Wisconsin","Unhealthy for Sensitive Days",282
"6973",2001,"Wyoming","Good Days",2290
"6974",2001,"Wyoming","Moderate Days",650
"6975",2001,"Wyoming","Hazardous Days",0
"6976",2001,"Wyoming","Unhealthy Days",4
"6977",2001,"Wyoming","Very Unhealthy Days",1
"6978",2001,"Wyoming","Unhealthy for Sensitive Days",23
"6979",2002,"Alabama","Good Days",2743
"6980",2002,"Alabama","Moderate Days",1413
"6981",2002,"Alabama","Hazardous Days",0
"6982",2002,"Alabama","Unhealthy Days",36
"6983",2002,"Alabama","Very Unhealthy Days",2
"6984",2002,"Alabama","Unhealthy for Sensitive Days",257
"6985",2002,"Alaska","Good Days",1216
"6986",2002,"Alaska","Moderate Days",127
"6987",2002,"Alaska","Hazardous Days",0
"6988",2002,"Alaska","Unhealthy Days",1
"6989",2002,"Alaska","Very Unhealthy Days",0
"6990",2002,"Alaska","Unhealthy for Sensitive Days",8
"6991",2002,"Arizona","Good Days",1428
"6992",2002,"Arizona","Moderate Days",1109
"6993",2002,"Arizona","Hazardous Days",0
"6994",2002,"Arizona","Unhealthy Days",34
"6995",2002,"Arizona","Very Unhealthy Days",1
"6996",2002,"Arizona","Unhealthy for Sensitive Days",291
"6997",2002,"Arkansas","Good Days",1630
"6998",2002,"Arkansas","Moderate Days",599
"6999",2002,"Arkansas","Hazardous Days",0
"7000",2002,"Arkansas","Unhealthy Days",21
"7001",2002,"Arkansas","Very Unhealthy Days",2
"7002",2002,"Arkansas","Unhealthy for Sensitive Days",74
"7003",2002,"California","Good Days",10361
"7004",2002,"California","Moderate Days",4970
"7005",2002,"California","Hazardous Days",33
"7006",2002,"California","Unhealthy Days",934
"7007",2002,"California","Very Unhealthy Days",166
"7008",2002,"California","Unhealthy for Sensitive Days",2021
"7009",2002,"Colorado","Good Days",5273
"7010",2002,"Colorado","Moderate Days",1637
