"","Year","State","levels","days"
"10431",2012,"North Dakota","Hazardous Days",0
"10432",2012,"North Dakota","Unhealthy Days",4
"10433",2012,"North Dakota","Very Unhealthy Days",0
"10434",2012,"North Dakota","Unhealthy for Sensitive Days",9
"10435",2012,"Ohio","Good Days",7978
"10436",2012,"Ohio","Moderate Days",4114
"10437",2012,"Ohio","Hazardous Days",0
"10438",2012,"Ohio","Unhealthy Days",70
"10439",2012,"Ohio","Very Unhealthy Days",3
"10440",2012,"Ohio","Unhealthy for Sensitive Days",538
"10441",2012,"Oklahoma","Good Days",3525
"10442",2012,"Oklahoma","Moderate Days",1828
"10443",2012,"Oklahoma","Hazardous Days",0
"10444",2012,"Oklahoma","Unhealthy Days",21
"10445",2012,"Oklahoma","Very Unhealthy Days",1
"10446",2012,"Oklahoma","Unhealthy for Sensitive Days",263
"10447",2012,"Oregon","Good Days",6649
"10448",2012,"Oregon","Moderate Days",1278
"10449",2012,"Oregon","Hazardous Days",4
"10450",2012,"Oregon","Unhealthy Days",14
"10451",2012,"Oregon","Very Unhealthy Days",1
"10452",2012,"Oregon","Unhealthy for Sensitive Days",46
"10453",2012,"Pennsylvania","Good Days",8229
"10454",2012,"Pennsylvania","Moderate Days",4430
"10455",2012,"Pennsylvania","Hazardous Days",0
"10456",2012,"Pennsylvania","Unhealthy Days",42
"10457",2012,"Pennsylvania","Very Unhealthy Days",0
"10458",2012,"Pennsylvania","Unhealthy for Sensitive Days",455
"10459",2012,"Puerto Rico","Good Days",2687
"10460",2012,"Puerto Rico","Moderate Days",197
"10461",2012,"Puerto Rico","Hazardous Days",0
"10462",2012,"Puerto Rico","Unhealthy Days",0
"10463",2012,"Puerto Rico","Very Unhealthy Days",0
"10464",2012,"Puerto Rico","Unhealthy for Sensitive Days",0
"10465",2012,"Rhode Island","Good Days",810
"10466",2012,"Rhode Island","Moderate Days",190
"10467",2012,"Rhode Island","Hazardous Days",0
"10468",2012,"Rhode Island","Unhealthy Days",3
"10469",2012,"Rhode Island","Very Unhealthy Days",0
"10470",2012,"Rhode Island","Unhealthy for Sensitive Days",25
"10471",2012,"South Carolina","Good Days",3145
"10472",2012,"South Carolina","Moderate Days",843
"10473",2012,"South Carolina","Hazardous Days",0
"10474",2012,"South Carolina","Unhealthy Days",2
"10475",2012,"South Carolina","Very Unhealthy Days",0
"10476",2012,"South Carolina","Unhealthy for Sensitive Days",16
"10477",2012,"South Dakota","Good Days",2294
"10478",2012,"South Dakota","Moderate Days",730
"10479",2012,"South Dakota","Hazardous Days",0
"10480",2012,"South Dakota","Unhealthy Days",1
"10481",2012,"South Dakota","Very Unhealthy Days",0
"10482",2012,"South Dakota","Unhealthy for Sensitive Days",15
"10483",2012,"Tennessee","Good Days",3732
"10484",2012,"Tennessee","Moderate Days",1512
"10485",2012,"Tennessee","Hazardous Days",0
"10486",2012,"Tennessee","Unhealthy Days",27
"10487",2012,"Tennessee","Very Unhealthy Days",3
"10488",2012,"Tennessee","Unhealthy for Sensitive Days",197
"10489",2012,"Texas","Good Days",10106
"10490",2012,"Texas","Moderate Days",3500
"10491",2012,"Texas","Hazardous Days",2
"10492",2012,"Texas","Unhealthy Days",47
"10493",2012,"Texas","Very Unhealthy Days",10
"10494",2012,"Texas","Unhealthy for Sensitive Days",357
"10495",2012,"Utah","Good Days",3092
"10496",2012,"Utah","Moderate Days",1653
"10497",2012,"Utah","Hazardous Days",0
"10498",2012,"Utah","Unhealthy Days",5
"10499",2012,"Utah","Very Unhealthy Days",0
"10500",2012,"Utah","Unhealthy for Sensitive Days",126
"10501",2012,"Vermont","Good Days",1018
"10502",2012,"Vermont","Moderate Days",188
"10503",2012,"Vermont","Hazardous Days",0
"10504",2012,"Vermont","Unhealthy Days",0
"10505",2012,"Vermont","Very Unhealthy Days",0
"10506",2012,"Vermont","Unhealthy for Sensitive Days",5
"10507",2012,"Virgin Islands","Good Days",461
"10508",2012,"Virgin Islands","Moderate Days",24
"10509",2012,"Virgin Islands","Hazardous Days",0
"10510",2012,"Virgin Islands","Unhealthy Days",0
"10511",2012,"Virgin Islands","Very Unhealthy Days",0
"10512",2012,"Virgin Islands","Unhealthy for Sensitive Days",0
"10513",2012,"Virginia","Good Days",7162
"10514",2012,"Virginia","Moderate Days",1472
"10515",2012,"Virginia","Hazardous Days",0
"10516",2012,"Virginia","Unhealthy Days",12
"10517",2012,"Virginia","Very Unhealthy Days",1
"10518",2012,"Virginia","Unhealthy for Sensitive Days",112
"10519",2012,"Washington","Good Days",8892
"10520",2012,"Washington","Moderate Days",1417
"10521",2012,"Washington","Hazardous Days",1
"10522",2012,"Washington","Unhealthy Days",37
"10523",2012,"Washington","Very Unhealthy Days",2
"10524",2012,"Washington","Unhealthy for Sensitive Days",58
"10525",2012,"West Virginia","Good Days",3103
"10526",2012,"West Virginia","Moderate Days",1041
"10527",2012,"West Virginia","Hazardous Days",0
"10528",2012,"West Virginia","Unhealthy Days",3
"10529",2012,"West Virginia","Very Unhealthy Days",0
"10530",2012,"West Virginia","Unhealthy for Sensitive Days",72
"10531",2012,"Wisconsin","Good Days",5777
"10532",2012,"Wisconsin","Moderate Days",1858
"10533",2012,"Wisconsin","Hazardous Days",0
"10534",2012,"Wisconsin","Unhealthy Days",62
"10535",2012,"Wisconsin","Very Unhealthy Days",0
"10536",2012,"Wisconsin","Unhealthy for Sensitive Days",334
"10537",2012,"Wyoming","Good Days",4185
"10538",2012,"Wyoming","Moderate Days",1472
"10539",2012,"Wyoming","Hazardous Days",0
"10540",2012,"Wyoming","Unhealthy Days",12
"10541",2012,"Wyoming","Very Unhealthy Days",1
"10542",2012,"Wyoming","Unhealthy for Sensitive Days",59
"10543",2013,"Alabama","Good Days",3449
"10544",2013,"Alabama","Moderate Days",637
"10545",2013,"Alabama","Hazardous Days",0
"10546",2013,"Alabama","Unhealthy Days",0
"10547",2013,"Alabama","Very Unhealthy Days",0
"10548",2013,"Alabama","Unhealthy for Sensitive Days",3
"10549",2013,"Alaska","Good Days",1872
"10550",2013,"Alaska","Moderate Days",251
"10551",2013,"Alaska","Hazardous Days",0
"10552",2013,"Alaska","Unhealthy Days",29
"10553",2013,"Alaska","Very Unhealthy Days",0
"10554",2013,"Alaska","Unhealthy for Sensitive Days",38
"10555",2013,"Arizona","Good Days",2713
"10556",2013,"Arizona","Moderate Days",1516
"10557",2013,"Arizona","Hazardous Days",5
"10558",2013,"Arizona","Unhealthy Days",43
"10559",2013,"Arizona","Very Unhealthy Days",8
"10560",2013,"Arizona","Unhealthy for Sensitive Days",221
"10561",2013,"Arkansas","Good Days",2366
"10562",2013,"Arkansas","Moderate Days",584
"10563",2013,"Arkansas","Hazardous Days",0
"10564",2013,"Arkansas","Unhealthy Days",0
"10565",2013,"Arkansas","Very Unhealthy Days",0
"10566",2013,"Arkansas","Unhealthy for Sensitive Days",5
"10567",2013,"California","Good Days",10288
"10568",2013,"California","Moderate Days",6864
"10569",2013,"California","Hazardous Days",9
"10570",2013,"California","Unhealthy Days",265
"10571",2013,"California","Very Unhealthy Days",9
"10572",2013,"California","Unhealthy for Sensitive Days",1227
"10573",2013,"Colorado","Good Days",5920
"10574",2013,"Colorado","Moderate Days",2176
"10575",2013,"Colorado","Hazardous Days",1
"10576",2013,"Colorado","Unhealthy Days",18
"10577",2013,"Colorado","Very Unhealthy Days",3
"10578",2013,"Colorado","Unhealthy for Sensitive Days",206
"10579",2013,"Connecticut","Good Days",1707
"10580",2013,"Connecticut","Moderate Days",734
"10581",2013,"Connecticut","Hazardous Days",0
"10582",2013,"Connecticut","Unhealthy Days",15
"10583",2013,"Connecticut","Very Unhealthy Days",0
"10584",2013,"Connecticut","Unhealthy for Sensitive Days",64
"10585",2013,"Country Of Mexico","Good Days",278
"10586",2013,"Country Of Mexico","Moderate Days",44
"10587",2013,"Country Of Mexico","Hazardous Days",4
"10588",2013,"Country Of Mexico","Unhealthy Days",8
"10589",2013,"Country Of Mexico","Very Unhealthy Days",6
"10590",2013,"Country Of Mexico","Unhealthy for Sensitive Days",22
"10591",2013,"Delaware","Good Days",794
"10592",2013,"Delaware","Moderate Days",282
"10593",2013,"Delaware","Hazardous Days",0
"10594",2013,"Delaware","Unhealthy Days",0
"10595",2013,"Delaware","Very Unhealthy Days",0
"10596",2013,"Delaware","Unhealthy for Sensitive Days",11
"10597",2013,"District Of Columbia","Good Days",203
"10598",2013,"District Of Columbia","Moderate Days",161
"10599",2013,"District Of Columbia","Hazardous Days",0
"10600",2013,"District Of Columbia","Unhealthy Days",0
"10601",2013,"District Of Columbia","Very Unhealthy Days",0
"10602",2013,"District Of Columbia","Unhealthy for Sensitive Days",1
"10603",2013,"Florida","Good Days",11830
"10604",2013,"Florida","Moderate Days",1600
"10605",2013,"Florida","Hazardous Days",0
"10606",2013,"Florida","Unhealthy Days",0
"10607",2013,"Florida","Very Unhealthy Days",1
"10608",2013,"Florida","Unhealthy for Sensitive Days",32
"10609",2013,"Georgia","Good Days",6634
"10610",2013,"Georgia","Moderate Days",2011
"10611",2013,"Georgia","Hazardous Days",0
"10612",2013,"Georgia","Unhealthy Days",1
"10613",2013,"Georgia","Very Unhealthy Days",0
"10614",2013,"Georgia","Unhealthy for Sensitive Days",39
"10615",2013,"Hawaii","Good Days",1042
"10616",2013,"Hawaii","Moderate Days",111
"10617",2013,"Hawaii","Hazardous Days",0
"10618",2013,"Hawaii","Unhealthy Days",159
"10619",2013,"Hawaii","Very Unhealthy Days",1
"10620",2013,"Hawaii","Unhealthy for Sensitive Days",144
"10621",2013,"Idaho","Good Days",3235
"10622",2013,"Idaho","Moderate Days",634
"10623",2013,"Idaho","Hazardous Days",0
"10624",2013,"Idaho","Unhealthy Days",21
"10625",2013,"Idaho","Very Unhealthy Days",0
"10626",2013,"Idaho","Unhealthy for Sensitive Days",68
"10627",2013,"Illinois","Good Days",7020
"10628",2013,"Illinois","Moderate Days",1450
"10629",2013,"Illinois","Hazardous Days",0
"10630",2013,"Illinois","Unhealthy Days",6
"10631",2013,"Illinois","Very Unhealthy Days",0
"10632",2013,"Illinois","Unhealthy for Sensitive Days",61
"10633",2013,"Indiana","Good Days",6440
"10634",2013,"Indiana","Moderate Days",2830
"10635",2013,"Indiana","Hazardous Days",0
"10636",2013,"Indiana","Unhealthy Days",3
"10637",2013,"Indiana","Very Unhealthy Days",0
"10638",2013,"Indiana","Unhealthy for Sensitive Days",67
"10639",2013,"Iowa","Good Days",3431
"10640",2013,"Iowa","Moderate Days",1495
"10641",2013,"Iowa","Hazardous Days",0
"10642",2013,"Iowa","Unhealthy Days",4
"10643",2013,"Iowa","Very Unhealthy Days",0
"10644",2013,"Iowa","Unhealthy for Sensitive Days",71
"10645",2013,"Kansas","Good Days",2605
"10646",2013,"Kansas","Moderate Days",537
"10647",2013,"Kansas","Hazardous Days",0
"10648",2013,"Kansas","Unhealthy Days",0
"10649",2013,"Kansas","Very Unhealthy Days",0
"10650",2013,"Kansas","Unhealthy for Sensitive Days",12
"10651",2013,"Kentucky","Good Days",7451
"10652",2013,"Kentucky","Moderate Days",1481
"10653",2013,"Kentucky","Hazardous Days",0
"10654",2013,"Kentucky","Unhealthy Days",0
"10655",2013,"Kentucky","Very Unhealthy Days",0
"10656",2013,"Kentucky","Unhealthy for Sensitive Days",21
"10657",2013,"Louisiana","Good Days",5838
"10658",2013,"Louisiana","Moderate Days",1598
"10659",2013,"Louisiana","Hazardous Days",0
"10660",2013,"Louisiana","Unhealthy Days",6
"10661",2013,"Louisiana","Very Unhealthy Days",0
"10662",2013,"Louisiana","Unhealthy for Sensitive Days",56
"10663",2013,"Maine","Good Days",2865
"10664",2013,"Maine","Moderate Days",280
"10665",2013,"Maine","Hazardous Days",0
"10666",2013,"Maine","Unhealthy Days",0
"10667",2013,"Maine","Very Unhealthy Days",0
"10668",2013,"Maine","Unhealthy for Sensitive Days",23
"10669",2013,"Maryland","Good Days",3492
"10670",2013,"Maryland","Moderate Days",1154
"10671",2013,"Maryland","Hazardous Days",0
"10672",2013,"Maryland","Unhealthy Days",0
"10673",2013,"Maryland","Very Unhealthy Days",0
"10674",2013,"Maryland","Unhealthy for Sensitive Days",42
"10675",2013,"Massachusetts","Good Days",3267
"10676",2013,"Massachusetts","Moderate Days",783
"10677",2013,"Massachusetts","Hazardous Days",0
"10678",2013,"Massachusetts","Unhealthy Days",1
"10679",2013,"Massachusetts","Very Unhealthy Days",0
"10680",2013,"Massachusetts","Unhealthy for Sensitive Days",47
"10681",2013,"Michigan","Good Days",5657
"10682",2013,"Michigan","Moderate Days",1413
"10683",2013,"Michigan","Hazardous Days",0
"10684",2013,"Michigan","Unhealthy Days",1
"10685",2013,"Michigan","Very Unhealthy Days",0
"10686",2013,"Michigan","Unhealthy for Sensitive Days",63
"10687",2013,"Minnesota","Good Days",5021
"10688",2013,"Minnesota","Moderate Days",972
"10689",2013,"Minnesota","Hazardous Days",0
"10690",2013,"Minnesota","Unhealthy Days",0
"10691",2013,"Minnesota","Very Unhealthy Days",0
"10692",2013,"Minnesota","Unhealthy for Sensitive Days",6
"10693",2013,"Mississippi","Good Days",2660
"10694",2013,"Mississippi","Moderate Days",456
"10695",2013,"Mississippi","Hazardous Days",0
"10696",2013,"Mississippi","Unhealthy Days",0
"10697",2013,"Mississippi","Very Unhealthy Days",0
"10698",2013,"Mississippi","Unhealthy for Sensitive Days",6
"10699",2013,"Missouri","Good Days",4701
"10700",2013,"Missouri","Moderate Days",1675
"10701",2013,"Missouri","Hazardous Days",0
"10702",2013,"Missouri","Unhealthy Days",4
"10703",2013,"Missouri","Very Unhealthy Days",0
"10704",2013,"Missouri","Unhealthy for Sensitive Days",104
"10705",2013,"Montana","Good Days",4804
"10706",2013,"Montana","Moderate Days",832
"10707",2013,"Montana","Hazardous Days",0
"10708",2013,"Montana","Unhealthy Days",7
"10709",2013,"Montana","Very Unhealthy Days",0
"10710",2013,"Montana","Unhealthy for Sensitive Days",44
"10711",2013,"Nebraska","Good Days",1723
"10712",2013,"Nebraska","Moderate Days",349
"10713",2013,"Nebraska","Hazardous Days",0
"10714",2013,"Nebraska","Unhealthy Days",0
"10715",2013,"Nebraska","Very Unhealthy Days",0
"10716",2013,"Nebraska","Unhealthy for Sensitive Days",7
"10717",2013,"Nevada","Good Days",1913
"10718",2013,"Nevada","Moderate Days",758
"10719",2013,"Nevada","Hazardous Days",14
"10720",2013,"Nevada","Unhealthy Days",26
"10721",2013,"Nevada","Very Unhealthy Days",7
"10722",2013,"Nevada","Unhealthy for Sensitive Days",68
"10723",2013,"New Hampshire","Good Days",1994
"10724",2013,"New Hampshire","Moderate Days",399
"10725",2013,"New Hampshire","Hazardous Days",0
"10726",2013,"New Hampshire","Unhealthy Days",0
"10727",2013,"New Hampshire","Very Unhealthy Days",0
"10728",2013,"New Hampshire","Unhealthy for Sensitive Days",9
"10729",2013,"New Jersey","Good Days",4202
"10730",2013,"New Jersey","Moderate Days",1167
"10731",2013,"New Jersey","Hazardous Days",0
"10732",2013,"New Jersey","Unhealthy Days",3
"10733",2013,"New Jersey","Very Unhealthy Days",0
"10734",2013,"New Jersey","Unhealthy for Sensitive Days",49
"10735",2013,"New Mexico","Good Days",3225
"10736",2013,"New Mexico","Moderate Days",1158
"10737",2013,"New Mexico","Hazardous Days",8
"10738",2013,"New Mexico","Unhealthy Days",13
"10739",2013,"New Mexico","Very Unhealthy Days",2
"10740",2013,"New Mexico","Unhealthy for Sensitive Days",66
"10741",2013,"New York","Good Days",8123
"10742",2013,"New York","Moderate Days",1445
"10743",2013,"New York","Hazardous Days",0
"10744",2013,"New York","Unhealthy Days",3
"10745",2013,"New York","Very Unhealthy Days",0
"10746",2013,"New York","Unhealthy for Sensitive Days",40
"10747",2013,"North Carolina","Good Days",9021
"10748",2013,"North Carolina","Moderate Days",1722
"10749",2013,"North Carolina","Hazardous Days",0
"10750",2013,"North Carolina","Unhealthy Days",0
"10751",2013,"North Carolina","Very Unhealthy Days",0
"10752",2013,"North Carolina","Unhealthy for Sensitive Days",14
"10753",2013,"North Dakota","Good Days",2887
"10754",2013,"North Dakota","Moderate Days",365
"10755",2013,"North Dakota","Hazardous Days",0
"10756",2013,"North Dakota","Unhealthy Days",8
"10757",2013,"North Dakota","Very Unhealthy Days",0
"10758",2013,"North Dakota","Unhealthy for Sensitive Days",11
"10759",2013,"Ohio","Good Days",9314
"10760",2013,"Ohio","Moderate Days",3149
"10761",2013,"Ohio","Hazardous Days",0
"10762",2013,"Ohio","Unhealthy Days",3
"10763",2013,"Ohio","Very Unhealthy Days",0
"10764",2013,"Ohio","Unhealthy for Sensitive Days",103
"10765",2013,"Oklahoma","Good Days",3608
"10766",2013,"Oklahoma","Moderate Days",1383
"10767",2013,"Oklahoma","Hazardous Days",0
"10768",2013,"Oklahoma","Unhealthy Days",0
"10769",2013,"Oklahoma","Very Unhealthy Days",0
"10770",2013,"Oklahoma","Unhealthy for Sensitive Days",51
"10771",2013,"Oregon","Good Days",6169
"10772",2013,"Oregon","Moderate Days",1740
"10773",2013,"Oregon","Hazardous Days",2
"10774",2013,"Oregon","Unhealthy Days",46
"10775",2013,"Oregon","Very Unhealthy Days",5
"10776",2013,"Oregon","Unhealthy for Sensitive Days",138
"10777",2013,"Pennsylvania","Good Days",9507
"10778",2013,"Pennsylvania","Moderate Days",3998
"10779",2013,"Pennsylvania","Hazardous Days",0
"10780",2013,"Pennsylvania","Unhealthy Days",4
"10781",2013,"Pennsylvania","Very Unhealthy Days",0
"10782",2013,"Pennsylvania","Unhealthy for Sensitive Days",184
"10783",2013,"Puerto Rico","Good Days",2654
"10784",2013,"Puerto Rico","Moderate Days",57
"10785",2013,"Puerto Rico","Hazardous Days",0
"10786",2013,"Puerto Rico","Unhealthy Days",5
"10787",2013,"Puerto Rico","Very Unhealthy Days",0
"10788",2013,"Puerto Rico","Unhealthy for Sensitive Days",5
"10789",2013,"Rhode Island","Good Days",874
"10790",2013,"Rhode Island","Moderate Days",192
"10791",2013,"Rhode Island","Hazardous Days",0
"10792",2013,"Rhode Island","Unhealthy Days",1
"10793",2013,"Rhode Island","Very Unhealthy Days",0
"10794",2013,"Rhode Island","Unhealthy for Sensitive Days",20
"10795",2013,"South Carolina","Good Days",3589
"10796",2013,"South Carolina","Moderate Days",674
"10797",2013,"South Carolina","Hazardous Days",0
"10798",2013,"South Carolina","Unhealthy Days",0
"10799",2013,"South Carolina","Very Unhealthy Days",0
"10800",2013,"South Carolina","Unhealthy for Sensitive Days",1
"10801",2013,"South Dakota","Good Days",2463
"10802",2013,"South Dakota","Moderate Days",555
"10803",2013,"South Dakota","Hazardous Days",0
"10804",2013,"South Dakota","Unhealthy Days",0
